,File #,Action Date,Title,Vote,Meeting Body
6441,200053.0,2/11/2020,"Motion appointing Supervisor Catherine Stefani, term ending January 31, 2021, to the Golden Gate Bridge, Highway and Transportation District.",Aye,Board of Supervisors
6442,200072.0,2/11/2020,"Motion appointing Aline Armstrong, for an indefinite term, to the Children and Families First Commission.",Aye,Board of Supervisors
6443,200073.0,2/11/2020,"Motion approving the President of the Board of Supervisors Norman Yee’s nomination of Maria Theresa Imperial to the Planning Commission, for a term ending July 1, 2020.",Aye,Board of Supervisors
6444,200067.0,2/11/2020,"Hearing of persons interested in or objecting to the certification of Conditional Use Authorization pursuant to Planning Code, Sections 121 and 303, for a proposed project at 95 Nordhoff Street, Assessor’s Parcel Block No. 6763, Lot No. 001, identified in Planning Case No. 2018-015554CUA, issued by the Planning Commission by Motion No. 20602, dated December 12, 2019, for the subdivision of an existing lot currently containing a single-family dwelling unit into four new lots, two of which will be substandard lots, within the RH-1 (Residential-House, One Family) Zoning District and the 40-X Heig",Aye,Board of Supervisors
6445,200068.0,2/11/2020,"Motion approving the decision of the Planning Commission by its Motion No. 20602, approving a Conditional Use Authorization, identified as Planning Case No. 2018-015554CUA, for a proposed project located at 95 Nordhoff Street; and making environmental findings, and findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Board of Supervisors
6446,200069.0,2/11/2020,"Motion conditionally disapproving the decision of the Planning Commission by its Motion No. 20602, approving a Conditional Use Authorization, identified as Planning Case No. 2018-015554CUA, for a proposed project at 95 Nordhoff Street; and conditionally approving a Conditional Use Authorization for the same Planning Case and property with different conditions, subject to the adoption of written findings by the Board in support of this determination.",Aye,Board of Supervisors
6447,200070.0,2/11/2020,"Motion directing the Clerk of the Board to prepare findings in support of the Board of Supervisors' disapproval of the proposed Conditional Use Authorization, identified as Planning Case No. 2018-015554CUA, for a proposed project at 95 Nordhoff Street.",Aye,Board of Supervisors
6448,191181.0,2/11/2020,"Ordinance ordering the vacation of streets on a portion of the Vallejo Street right-of-way, generally bounded by Assessor’s Parcel Block No. 0138, Lot No. 001, and Assessor’s Parcel Block No. 0139, Lot No. 002, between Davis Street and The Embarcadero and a portion of the Davis Street right-of-way as part of improvements for the Teatro ZinZanni hotel, entertainment venue, and public open space project; making findings about the Mitigated Negative Declaration under the California Environmental Quality Act; adopting findings that the actions contemplated in this Ordinance are consistent with the",Aye,Board of Supervisors
6449,200084.0,2/11/2020,"Motion approving Final Map No. 9693, a five residential unit condominium project, located at 3132-3140 Scott Street, being a subdivision of Assessor’s Parcel Block No. 0512, Lot No. 018; and adopting findings pursuant to the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Board of Supervisors
6450,200128.0,2/11/2020,"Resolution supporting California State Senate Bill No. 281, Agricultural District 1a: Firearm and Ammunition Sales at the Cow Palace, authored by Senator Scott Wiener and principally coauthored by Assembly Members David Chiu and Phil Ting, which promotes the general welfare and public safety by prohibiting the sale of firearms or ammunition in the buildings that comprise the Cow Palace property.",Aye,Board of Supervisors
6451,200129.0,2/11/2020,"Motion establishing goals for the Board of Supervisors’ Budget and Appropriations Committee, and the process to guide the Board’s deliberations on the City budget, for FYs 2020-2021 and 2021-2022.",Aye,Board of Supervisors
6452,200131.0,2/11/2020,"Motion that the Board of Supervisors convene in closed session in a joint special meeting with the Public Utilities Commission, on March 10, 2020, at 4:00 p.m., pursuant to California Government Code, Section 54956.9(a), and San Francisco Administrative Code, Section 67.10(d)(1), for the purpose of conferring with, or receiving advice from, the City Attorney regarding the following existing litigation in which the City is a petitioner and Pacific Gas & Electric Company is an adverse party: In re: PG&E Corporation and Pacific Gas & Electric Company, United States Bankruptcy Court, Northern Dist",Aye,Board of Supervisors
6453,191281.0,2/11/2020,"Ordinance amending the Administrative Code to (1) classify certain types of unlawful detainer settlement agreements as “Buyout Agreements,” (2) require the Rent Board to provide more information on the disclosure form that landlords must give to tenants before buyout negotiations commence, (3) require landlords to give the disclosure form to tenants a certain number of days before the Buyout Agreement is executed and to verify to the Rent Board that the disclosures were provided, (4) require landlords to include in the final Buyout Agreement identifying information about the location of the un",Aye,Board of Supervisors
6454,191123.0,2/4/2020,"Ordinance appropriating $3,888,069,311 of proceeds from the sale of revenue bonds or commercial paper for capital improvement projects to the Airport Commission for FY2019-2020; and placing $3,888,069,311 on Controller’s Reserve pending receipt of proceeds of indebtedness.",Aye,Board of Supervisors
6455,191178.0,2/4/2020,"Ordinance appropriating $29,978,864 of one or more series of bond refunding proceeds, de-appropriating $1,920,024 of revenue bonds, Series 2010A and Series 2010B, and re-appropriating $31,898,888 of refunding revenue bonds, Series 2020A and Series 2020B; and placing these funds on Controller's reserve subject to the refunding of certain Port of San Francisco bonds for FY2019-2020.",Aye,Board of Supervisors
6456,191208.0,2/4/2020,"Ordinance approving an amendment to the 2016 settlement of United States Environmental Protection Agency’s (“EPA”) unlitigated claim against the City and County of San Francisco approved by Resolution No. 350-16; no formal claim has been filed; the amendment resolves EPA’s claims against the City to perform additional pre-design technical studies in support of cleanup of the Yosemite Slough Sediment Site; the amendment requires the City to perform two technical studies at an estimated cost of $821,839; additional material terms of the amended settlement are that the City will contract with a t",Aye,Board of Supervisors
6457,191207.0,2/4/2020,"Ordinance authorizing settlement of the lawsuit filed by Claudia High-Matthews against the City and County of San Francisco for $40,000; the lawsuit was filed on May 25, 2018, in San Francisco Superior Court, Case No. CGC-18-566804; entitled Claudia High-Matthews v. City and County of San Francisco; the lawsuit involves an alleged personal injury on a City sidewalk.",Aye,Board of Supervisors
6458,191221.0,2/4/2020,"Ordinance authorizing settlement of the lawsuit filed by Peggy Ung against the City and County of San Francisco for $50,000; the lawsuit was filed on November 8, 2017, in San Francisco Superior Court, Case No. CGC-17-562378; entitled Peggy Ung v. Yong L. Wang, et al.; the lawsuit involves alleged personal injury on a City sidewalk; other material terms of the settlement are that the City, Yong L. Wang, Michelle Wang, and Farmers Insurance Company mutually waive any and all rights they may have against each other for indemnity concerning the lawsuit.",Aye,Board of Supervisors
6459,191204.0,2/4/2020,"Ordinance authorizing settlement of the lawsuit filed by PJ Dayacamos against the City and County of San Francisco for $57,500; the lawsuit was filed on May 8, 2017, in the United States District Court, Northern District of California, Case No. 3:17-cv-02644-JSC; entitled PJ Dayacamos v. City and County of San Francisco; the lawsuit involves an employment dispute.",Aye,Board of Supervisors
6460,191205.0,2/4/2020,"Ordinance authorizing settlement of the lawsuit filed by Tureko Straughter and K.R., a minor, against the City and County of San Francisco for $160,000; the lawsuit was filed on August 22, 2018, in the United States District Court, Case No. 18-cv-03651; entitled Tureko Straughter, individually and as the guardian for minor K.R.; and K.R., a minor, by and through his guardian Tureko Straughter; the lawsuit involves alleged civil rights violations.",Aye,Board of Supervisors
6461,191206.0,2/4/2020,"Ordinance authorizing settlement of the lawsuit filed by Scanvinski Jerome Hymes against the City and County of San Francisco for $35,000; the lawsuit was filed on July 28, 2016, in United States District Court - Northern District of California, Case No. 16-cv-04288 JSC; entitled Scanvinski Jerome Hymes v. Milton Bliss, et al.; the lawsuit involves alleged excessive force and personal injuries by Sheriff’s deputies.",Aye,Board of Supervisors
6462,191203.0,2/4/2020,"Ordinance delegating authority under Charter, Section 9.118, to the General Manager of the Public Utilities Commission to enter into agreements with terms in excess of ten years or requiring expenditures of $10,000,000 or more for power and related products and services required to supply San Francisco’s community choice aggregation program, CleanPowerSF, subject to specified conditions; authorizing the use of pro forma agreements for the purchase and sale of power and related products; and authorizing deviations from certain contract requirements in the Administrative Code and the Environment",Aye,Board of Supervisors
6463,191236.0,2/4/2020,"Ordinance authorizing settlement of the lawsuit filed by Katherine Cantwell against the City and County of San Francisco for $150,000; the lawsuit was filed on February 27, 2018, in San Francisco Superior Court, Case No. CGC-18-564646; entitled Katherine Cantwell v. Mohammad Waraich et al.; the lawsuit involves alleged personal injury from a vehicle versus pedestrian collision.",Aye,Board of Supervisors
6464,191238.0,2/4/2020,"Ordinance authorizing the service of an Offer to Compromise under Code of Civil Procedure, Section 998, in the lawsuit filed by Kellan Dunn against the City and County of San Francisco, to include a payment from the City and County of San Francisco of up to $45,000 plus reasonable attorneys’ fees and costs to be determined by the Court; the lawsuit was filed on May 9, 2018, in San Francisco Superior Court, Case No. CGC-18-566427; entitled Kellan Dunn v. City and County of San Francisco, et al.; the lawsuit involves an employment dispute.",Aye,Board of Supervisors
6465,191251.0,2/4/2020,"Ordinance de-appropriating $10,369,224 of capital projects appropriations and re-appropriating $10,369,224 in Hetch Hetchy Power for the Power Asset Acquisition Analysis Project of the Public Utilities Commission for FY2019-2020.",Aye,Board of Supervisors
6466,191262.0,2/4/2020,"Ordinance authorizing the Director of Property to acquire and accept the State of California’s relinquishment of all its right, title, and interest in the sidewalk, roadway, and other right-of-way improvements and real property comprising a portion of State Highway Route 101 located northeast of the Bayshore Boulevard overcrossing and southwest of the intersection of Third Street and Meade Avenue; authorizing the placement of such sidewalk, roadway, and other right-of-way improvements and real property, upon acquisition, under the jurisdiction of Public Works; authorizing additional official C",Aye,Board of Supervisors
6467,191284.0,2/4/2020,Ordinance amending the Health Code by amending the Sugar-Sweetened Beverage (SSB) Warning Ordinance to 1) update the statement of findings and purpose; 2) revise the definition of Advertiser; 3) reduce the required warning size; 4) modify the required warning text; 5) require use of a translated version of the warning text on certain SSB advertisements in languages other than English; 6) remove exemptions for certain types of SSB advertisements; and 7) revise the enforcement provisions.,Aye,Board of Supervisors
6468,200001.0,2/4/2020,"Ordinance authorizing settlement of the lawsuit filed by Rosa Rivera Keel against the City and County of San Francisco for $75,000; the lawsuit was filed on October 4, 2018, in San Francisco Superior Court, Case No. CGC-18-570303; entitled Rosa Rivera Keel v. City and County of San Francisco; the lawsuit involves an alleged personal injury on a City crosswalk.",Aye,Board of Supervisors
6469,200002.0,2/4/2020,"Ordinance authorizing settlement of the lawsuit filed by William Maier against the City and County of San Francisco for $198,000; the lawsuit was filed on February 2, 2018, in Superior Court of the State of California, County of San Francisco, Case No. CGC-18-564070, entitled William “Bill” Maier v. City and County of San Francisco, et al.; the lawsuit involves an employment dispute.",Aye,Board of Supervisors
6470,200003.0,2/4/2020,"Ordinance authorizing settlement of the lawsuit filed by Tiffany Cross, Tiana Reddic, Arron Mathews, Acacia McNeal, Shalonda Adams, Crystal Anthony, and Darlene Rouse against the City and County of San Francisco for $225,000; the lawsuit was filed on October 3, 2018, in United States District Court, Case No. 18-cv-06097; entitled Tiffany Cross, et al. v. City and County of San Francisco, et al.; the lawsuit involves alleged civil rights violations.",Aye,Board of Supervisors
6471,200004.0,2/4/2020,"Ordinance authorizing settlement of the lawsuit filed by Luz de Verano Cervantes against the City and County of San Francisco for $49,500; the lawsuit was filed on May 16, 2018, in San Francisco Superior Court, Case No. CGC-18-566598; entitled Luz de Verano Cervantes v. City and County of San Francisco, et al.; the lawsuit involves alleged personal injury from a motor vehicle collision.",Aye,Board of Supervisors
6472,191166.0,2/4/2020,Ordinance levying special taxes within City and County of San Francisco Special Tax District No. 2019-1 (Pier 70 Condominiums).,Aye,Board of Supervisors
6473,191172.0,2/4/2020,Ordinance levying special taxes within City and County of San Francisco Special Tax District No. 2019-2 (Pier 70 Leased Properties).,Aye,Board of Supervisors
6474,191269.0,2/4/2020,"Resolution retroactively authorizing Public Works to accept and expend a grant of up to $257,500 from the San Francisco Bay Area Rapid Transit District (BART) for the Pit Stop Public Toilet Program for the period of July 1, 2019, through June 30, 2020.",Aye,Board of Supervisors
6475,191257.0,2/4/2020,"Ordinance amending the Planning Code to allow authorization of a Limited Restaurant use in the Jackson Square Special Use District that does not comply with the current requirements for a Limited Restaurant use if a building permit application furthering the establishment of such use was filed by July 19, 2018; affirming the Planning Department’s determination under the California Environmental Quality Act; making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1; and adopting findings of public necessity, convenience, and welfare un",Aye,Board of Supervisors
6476,200008.0,2/4/2020,"Resolution establishing the appropriations limit of $5,528,830,486 for FY2019-2020, pursuant to California Constitution, Article XIII B.",Aye,Board of Supervisors
6477,200009.0,2/4/2020,"Resolution authorizing and approving the lease of 1271-1275 Mission Street, commonly known as 1275 Mission Street, consisting of approximately 8,750 square feet of office space for San Francisco Digital Services, with Mission 1275 SF LLC and Baskin Investment Group LLC, limited liability companies and tenants in common, as landlord, for a six-year term with two five-year options for renewal, to commence on or around February 1, 2020, at an initial monthly base rent of $48,125 for a total annual rent of $577,500 with 3% annual adjustments thereafter; and making findings that the proposed lease",Aye,Board of Supervisors
6478,200010.0,2/4/2020,"Resolution approving a second amendment to the grant agreement between the City and County of San Francisco and Institute on Aging for the provision of the Community Living Fund, to increase the amount of the grant by $1,076,558 for a total amount not to exceed $11,641,294 to commence February 1, 2020, with no change to the term length of July 1, 2019, through June 30, 2021.",Aye,Board of Supervisors
6479,200025.0,2/4/2020,"Resolution retroactively authorizing the Fire Department to accept and expend a grant in the amount of $1,000,000 from the California Office of Emergency Services to purchase one hose tender for the performance period of July 1, 2019, through June 30, 2022, and waiving indirect costs.",Aye,Board of Supervisors
6480,200026.0,2/4/2020,"Resolution retroactively authorizing the Fire Department to accept and expend a grant in the amount of $341,625 from the Federal Emergency Management Agency to purchase marine equipment for the performance period of September 1, 2019, through August 31, 2022, and waiving indirect costs.",Aye,Board of Supervisors
6481,200027.0,2/4/2020,"Resolution retroactively authorizing the Fire Department to accept and expend a grant in the amount of $612,129.09 from the Federal Emergency Management Agency to purchase rescue tools and equipment, for the performance period of September 5, 2019, through September 4, 2020, and waiving indirect costs.",Aye,Board of Supervisors
6482,200028.0,2/4/2020,"Resolution authorizing the San Francisco Office of Cannabis to accept and expend a grant award in the amount of $1,338,683.13 from the California Bureau of Cannabis Control for the Local Equity Grant Funding program for the period of February 1, 2020, through January 31, 2021; authorizing the Office of Cannabis to execute the agreement with the Bureau of Cannabis Control, and any extensions, amendments, or contracts subsequent thereto on behalf of the City and County of San Francisco; and indemnifying the Bureau of Cannabis Control for liability arising out of the performance of this contract.",Aye,Board of Supervisors
6483,200041.0,2/4/2020,"Resolution declaring the intent of the City and County of San Francisco (“City”) to reimburse certain expenditures from proceeds of future bonded indebtedness; authorizing the Director of the Mayor’s Office of Housing and Community Development (“Director”) to submit an application and related documents to the California Debt Limit Allocation Committee (“CDLAC”) to permit the issuance of residential mortgage revenue bonds in an aggregate principal amount not to exceed $61,600,000 for 55 Mason Street; authorizing and directing the Director to direct the Controller’s Office to hold in trust an am",Aye,Board of Supervisors
6484,200045.0,2/4/2020,"Resolution approving and authorizing the amendment and restatement of an existing long term ground lease with Turk & Eddy Associates, LP, on City-owned land at 249 Eddy Street, and 161-165 Turk Street (“Property”) in order to refinance a 100% affordable, 82-unit multifamily rental housing development (plus one staff unit) for low-income persons (“Project”); and authorizing the Director of Property and Director of Mayor’s Office of Housing and Community Development to execute documents, make certain modifications, and take certain actions in furtherance of this Resolution, as defined herein.",Aye,Board of Supervisors
6485,180969.0,2/4/2020,"Ordinance amending the Plumbing Code to delete the local amendment to the California Plumbing Code referring to the San Francisco Public Utilities Commission’s Rules and Regulations in the section on cross-connection control, and to add local cross-connection controls for beverage dispensers and industrial water chillers and a testing requirement for backflow prevention assemblies or devices; affirming the Planning Department’s determination under the California Environmental Quality Act; and directing the Clerk of the Board of Supervisors to forward this Ordinance to the California Building S",Aye,Board of Supervisors
6486,190458.0,2/4/2020,"Ordinance amending the Planning Code and the Administrative Code to abolish the North of Market Affordable Housing Fund, and have certain affordable housing fees collected in conjunction with the North of Market Residential Special Use District deposited in the Citywide Affordable Housing Fund; and making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1, and findings of public convenience, necessity, and welfare under Planning Code, Section 302.",Aye,Board of Supervisors
6487,190973.0,2/4/2020,"Ordinance amending the Health Code to authorize the Director of the Department of Public Health to allow an existing Medical Cannabis Dispensary permittee to operate under that permit at a new location, provided the permittee has been verified by the Office of Cannabis as an Equity Applicant under the Police Code, the permittee, if a natural person, or a natural person who is a verified Equity Applicant, was identified as an applicant or as a person who would be “engaged in the management of the medical cannabis dispensary,” on the original Article 33 permit application submitted on or before",Aye,Board of Supervisors
6488,191176.0,2/4/2020,"Resolution determining that the premise-to-premise transfer of a Type-48 on-sale general public premises liquor license to Destination Bars, Inc., doing business as The Lark Bar, located at 685 Market Street, Suite A (District 6), will serve the public convenience or necessity of the City and County of San Francisco; and requesting that the California Department of Alcoholic Beverage Control impose conditions on the issuance of the license.",Aye,Board of Supervisors
6489,191177.0,2/4/2020,"Resolution determining that the premise-to-premise transfer of a Type-21 off-sale general beer, wine, and distilled spirits liquor license, and the issuance of a Type-86 instructional tasting license to Future Beverage Inc., doing business as Cask, located at 685 Market Street, Suite B (District 6), will serve the public convenience or necessity of the City and County of San Francisco; and requesting that the California Department of Alcoholic Beverage Control impose conditions on the issuance of the license.",Aye,Board of Supervisors
6490,191237.0,2/4/2020,Ordinance amending the Administrative Code to authorize the Department of Public Health to become a member of any Healthcare Group Purchasing Organization (GPO) and to enter into contracts with Healthcare GPO suppliers and distributors to purchase commodities and services without requiring competitive bidding and without approval of the City Purchaser.,Aye,Board of Supervisors
6491,191256.0,2/4/2020,Ordinance amending the Administrative Code to name the rotunda on the second floor of City Hall in memory of former Deputy City Attorney Buck Delventhal.,Aye,Board of Supervisors
6492,191258.0,2/4/2020,"Ordinance repealing Ordinance Nos. 38-17 and 102-19, and reenacting certain provisions by amending the Administrative Code to update the Hotel Conversion Ordinance, including: adding or refining definitions of comparable unit, conversion, and low-income household; revising procedures for permits to convert residential units; harmonizing fees and penalty provisions with the Building Code; eliminating seasonal short-term rentals for residential hotels that have violated provisions of the Hotel Conversion Ordinance in the previous year; authorizing the Department of Building Inspection to issue a",Aye,Board of Supervisors
6493,200065.0,2/4/2020,"Motion reappointing Miriam Zouzounis, term ending January 6, 2024, to the Small Business Commission.",Aye,Board of Supervisors
6494,200066.0,2/4/2020,"Motion reappointing Marc Brandt, term ending November 19, 2020, to the Bicycle Advisory Committee.",Aye,Board of Supervisors
6495,191280.0,2/4/2020,"Ordinance approving an Amended and Restated Land Disposition and Acquisition Agreement with 2000 Marin Property, L.P. for the City’s transfer of real property at 639 Bryant Street (Assessor’s Parcel Block No. 3777, Lot No. 052) under the jurisdiction of the San Francisco Public Utilities Commission in exchange for real property at 2000 Marin Street (Assessor’s Parcel Block No. 4346, Lot No. 003), subject to several conditions, including the reimbursement of certain transaction costs; waiving the Administrative Code, Section 23.3, appraisal and fair market value requirements; making findings of",Aye,Board of Supervisors
6496,191252.0,2/4/2020,"Resolution declaring the intent of the Board of Supervisors to order the vacation of the sidewalk portion of streets on the south side of Mission Street, at the intersection of Mission and Fremont Streets, and on the east side of Fremont Street at the same intersection to allow a structural upgrade of the 301 Mission Street high-rise building known as Millennium Tower; and setting a hearing date for the Board of Supervisors to sit as a Committee of the Whole on March 3, 2020, for all persons interested in the proposed vacation of said street areas.",Aye,Board of Supervisors
6497,191310.0,2/4/2020,Motion affirming the determination by the Planning Department that the proposed San Francisco Municipal Transportation Agency Page Street Bikeway Improvements Pilot Project is categorically exempt from further environmental review.,Aye,Board of Supervisors
6498,191311.0,2/4/2020,"Motion conditionally reversing the determination by the Planning Department that the San Francisco Municipal Transportation Agency Page Street Bikeway Improvements Pilot Project is categorically exempt from further environmental review, subject to the adoption of written findings by the Board in support of this determination.",Aye,Board of Supervisors
6499,191312.0,2/4/2020,Motion directing the Clerk of the Board to prepare findings reversing the determination by the Planning Department that the proposed San Francisco Municipal Transportation Agency Page Street Bikeway Improvements Pilot Project is categorically exempt from further environmental review.,Aye,Board of Supervisors
6500,200095.0,2/4/2020,"Resolution urging the United States (U.S.) Department of Homeland Security, U.S. Senators Dianne Feinstein and Kamala Harris, and all interested federal agencies to ensure Oumar Yaide’s safe return to San Francisco to reunite with his chosen family.",Aye,Board of Supervisors
6501,200014.0,2/4/2020,"Motion approving Final Map 9984, a 43 residential unit and four commercial unit, mixed-use condominium project, located at 2444 Lombard Street, being a subdivision of Assessor’s Parcel Block No. 0936, Lot No. 014; and adopting findings pursuant to the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Board of Supervisors
6502,191261.0,2/4/2020,"Ordinance appropriating $2,700,000 of the General Reserve to support City College of San Francisco class reinstatement, upon condition of an executed agreement for this use in FY2019-2020.",Aye,Board of Supervisors
6503,191252.0,2/3/2020,"Resolution declaring the intent of the Board of Supervisors to order the vacation of the sidewalk portion of streets on the south side of Mission Street, at the intersection of Mission and Fremont Streets, and on the east side of Fremont Street at the same intersection to allow a structural upgrade of the 301 Mission Street high-rise building known as Millennium Tower; and setting a hearing date for the Board of Supervisors to sit as a Committee of the Whole on March 3, 2020, for all persons interested in the proposed vacation of said street areas.",Aye,Land Use and Transportation Committee
6504,191252.0,2/3/2020,"Resolution declaring the intent of the Board of Supervisors to order the vacation of the sidewalk portion of streets on the south side of Mission Street, at the intersection of Mission and Fremont Streets, and on the east side of Fremont Street at the same intersection to allow a structural upgrade of the 301 Mission Street high-rise building known as Millennium Tower; and setting a hearing date for the Board of Supervisors to sit as a Committee of the Whole on March 3, 2020, for all persons interested in the proposed vacation of said street areas.",Aye,Land Use and Transportation Committee
6505,191280.0,2/3/2020,"Ordinance approving an Amended and Restated Land Disposition and Acquisition Agreement with 2000 Marin Property, L.P. for the City’s transfer of real property at 639 Bryant Street (Assessor’s Parcel Block No. 3777, Lot No. 052) under the jurisdiction of the San Francisco Public Utilities Commission in exchange for real property at 2000 Marin Street (Assessor’s Parcel Block No. 4346, Lot No. 003), subject to several conditions, including the reimbursement of certain transaction costs; waiving the Administrative Code, Section 23.3, appraisal and fair market value requirements; making findings of",Aye,Land Use and Transportation Committee
6506,191280.0,2/3/2020,"Ordinance approving an Amended and Restated Land Disposition and Acquisition Agreement with 2000 Marin Property, L.P. for the City’s transfer of real property at 639 Bryant Street (Assessor’s Parcel Block No. 3777, Lot No. 052) under the jurisdiction of the San Francisco Public Utilities Commission in exchange for real property at 2000 Marin Street (Assessor’s Parcel Block No. 4346, Lot No. 003), subject to several conditions, including the reimbursement of certain transaction costs; waiving the Administrative Code, Section 23.3, appraisal and fair market value requirements; making findings of",Aye,Land Use and Transportation Committee
6507,191253.0,2/3/2020,"Ordinance ordering the vacation of the sidewalk portion of streets on the south side of Mission Street at the intersection of Mission and Fremont Streets and on the east side of Fremont Street at the same intersection to allow a structural upgrade of the 301 Mission Street high-rise building known as Millennium Tower, subject to certain conditions; rededicating the area subject to the street vacation to public use for street and right-of-way purposes after the City’s issuance of an easement for the abovementioned structural upgrade; adopting environmental findings under the California Environm",Aye,Land Use and Transportation Committee
6508,191253.0,2/3/2020,"Ordinance ordering the vacation of the sidewalk portion of streets on the south side of Mission Street at the intersection of Mission and Fremont Streets and on the east side of Fremont Street at the same intersection to allow a structural upgrade of the 301 Mission Street high-rise building known as Millennium Tower, subject to certain conditions; rededicating the area subject to the street vacation to public use for street and right-of-way purposes after the City’s issuance of an easement for the abovementioned structural upgrade; adopting environmental findings under the California Environm",Aye,Land Use and Transportation Committee
6509,191286.0,2/3/2020,"Resolution approving and authorizing a Trust Exchange Agreement with the California State Lands Commission that would remove the public trust from certain Transbay Streets in the vicinity of the Millennium Tower and Transbay Terminal and impress the public trust on certain Fisherman’s Wharf Streets; adopting environmental findings and findings of consistency with the General Plan, and the eight priority policies of City Planning Code, Section 101.1; and authorizing the Port’s Executive Director and the Director of Property to execute documents and take certain actions in furtherance of this Re",Aye,Land Use and Transportation Committee
6510,191286.0,2/3/2020,"Resolution approving and authorizing a Trust Exchange Agreement with the California State Lands Commission that would remove the public trust from certain Transbay Streets in the vicinity of the Millennium Tower and Transbay Terminal and impress the public trust on certain Fisherman’s Wharf Streets; adopting environmental findings and findings of consistency with the General Plan, and the eight priority policies of City Planning Code, Section 101.1; and authorizing the Port’s Executive Director and the Director of Property to execute documents and take certain actions in furtherance of this Re",Aye,Land Use and Transportation Committee
6511,191281.0,2/3/2020,"Ordinance amending the Administrative Code to (1) classify certain types of unlawful detainer settlement agreements as “Buyout Agreements,” (2) require the Rent Board to provide more information on the disclosure form that landlords must give to tenants before buyout negotiations commence, (3) require landlords to give the disclosure form to tenants a certain number of days before the Buyout Agreement is executed and to verify to the Rent Board that the disclosures were provided, (4) require landlords to include in the final Buyout Agreement identifying information about the location of the un",Aye,Land Use and Transportation Committee
6512,191281.0,2/3/2020,"Ordinance amending the Administrative Code to (1) classify certain types of unlawful detainer settlement agreements as “Buyout Agreements,” (2) require the Rent Board to provide more information on the disclosure form that landlords must give to tenants before buyout negotiations commence, (3) require landlords to give the disclosure form to tenants a certain number of days before the Buyout Agreement is executed and to verify to the Rent Board that the disclosures were provided, (4) require landlords to include in the final Buyout Agreement identifying information about the location of the un",Aye,Land Use and Transportation Committee
6513,190355.0,2/3/2020,"Ordinance amending the Planning Code to enable the use of development project sites during the project approval and entitlement process by authorizing the Planning Department to authorize certain interim activities at development project sites as Temporary Uses for up to 36 months, subject to extension at the discretion of the Planning Director in increments for up to a maximum possible total of 24 additional months; adopting the Planning Department’s determination under the California Environmental Quality Act; making findings of consistency with the General Plan, and the eight priority polic",Aye,Land Use and Transportation Committee
6514,190355.0,2/3/2020,"Ordinance amending the Planning Code to enable the use of development project sites during the project approval and entitlement process by authorizing the Planning Department to authorize certain interim activities at development project sites as Temporary Uses for up to 36 months, subject to extension at the discretion of the Planning Director in increments for up to a maximum possible total of 24 additional months; adopting the Planning Department’s determination under the California Environmental Quality Act; making findings of consistency with the General Plan, and the eight priority polic",Aye,Land Use and Transportation Committee
6515,200010.0,1/29/2020,"Resolution approving a second amendment to the grant agreement between the City and County of San Francisco and Institute on Aging for the provision of the Community Living Fund, to increase the amount of the grant by $1,076,558 for a total amount not to exceed $11,641,294 to commence February 1, 2020, with no change to the term length of July 1, 2019, through June 30, 2021.",Aye,Budget and Finance Committee
6516,200045.0,1/29/2020,"Resolution approving and authorizing the amendment and restatement of an existing long term ground lease with Turk & Eddy Associates, LP, on City-owned land at 249 Eddy Street, and 161-165 Turk Street (“Property”) in order to refinance a 100% affordable, 82-unit multifamily rental housing development (plus one staff unit) for low-income persons (“Project”); and authorizing the Director of Property and Director of Mayor’s Office of Housing and Community Development to execute documents, make certain modifications, and take certain actions in furtherance of this Resolution, as defined herein.",Aye,Budget and Finance Committee
6517,200041.0,1/29/2020,"Resolution declaring the intent of the City and County of San Francisco (“City”) to reimburse certain expenditures from proceeds of future bonded indebtedness; authorizing the Director of the Mayor’s Office of Housing and Community Development (“Director”) to submit an application and related documents to the California Debt Limit Allocation Committee (“CDLAC”) to permit the issuance of residential mortgage revenue bonds in an aggregate principal amount not to exceed $61,600,000 for 55 Mason Street; authorizing and directing the Director to direct the Controller’s Office to hold in trust an am",Aye,Budget and Finance Committee
6518,200027.0,1/29/2020,"Resolution retroactively authorizing the Fire Department to accept and expend a grant in the amount of $612,129.09 from the Federal Emergency Management Agency to purchase rescue tools and equipment, for the performance period of September 5, 2019, through September 4, 2020, and waiving indirect costs.",Aye,Budget and Finance Committee
6519,200026.0,1/29/2020,"Resolution retroactively authorizing the Fire Department to accept and expend a grant in the amount of $341,625 from the Federal Emergency Management Agency to purchase marine equipment for the performance period of September 1, 2019, through August 31, 2022, and waiving indirect costs.",Aye,Budget and Finance Committee
6520,200025.0,1/29/2020,"Resolution retroactively authorizing the Fire Department to accept and expend a grant in the amount of $1,000,000 from the California Office of Emergency Services to purchase one hose tender for the performance period of July 1, 2019, through June 30, 2022, and waiving indirect costs.",Aye,Budget and Finance Committee
